Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
29.1,-1.913877762958158,0.138602860710965,1.585211668950727,-4.490730330357535,-1.118582667962244,3.212963580046122,-1.916575442542013,0.1397546837446615,1.582236415681441,10.16055153,2879846.445,92.5497149107,1299.5216966,92.19859153255062,0.7888700928459826,8.0154309580372,-2.979587731176447,-2.849394095895932,-0.03708017027162214,1.132956295888973,1.88882328504733,2.120930451136566,6.29685964445659,0.07858705926663896,-31.05047919277907,92.19859153255062,0.7888700928459826,8.0154309580372,1286.340716243238,-172.7903423426275,-65.02076024939677,-34.4524926103898,-56.1317754892366,-65.02076024939679,-85.73306074482528,-29.25791631363341,-18.95432294652299, 2094.068752,-10.78034302, 13.56227289,-10.78034302, 1504.897332, 3.992435111, 13.56227289, 3.992435111, 3148.843436,77.06296027,2479.42746,45.48893641735348,4.228395534928719,35.42148037599036,64.192499686033,64.192231761938,-0.2201994014964937,16.78505180833618,198.3246729699319,-0.1578036953144757,-0.143788803938915,-0.0251173071205847,0.9766226981234476,0.2019342639482052,-0.5270042940469239,0.7604748913199978,0.3211961499950419,0.2015933603579358,-0.5278108632018266,0.7599153103854416,0.3214102219711382,4.9686071732259,0.48838048049199,29.591388607904,29.756927275699,-95.166423263316,-1598789.718877115,-18110987.27105253,10324869.21599899,-1637217.704400995,-18107553.85704568,10324869.21599899,0.12158195724819,64.192231761938,3.2625640639301e-09,3.46441853,0.997318616,1.52366754,34495221.5,87.30615,3.49,0.0255814687,1,0,0.0255814687,0.0255814687,0.0294246733,-0.107023178,0.348,0,-0.0742778079,-0.18569452,-0.184874993,-0.184874993,0,-0.0905050781,-1,-0.609434036,0,198.339282,-198.339282,360,30,0.5235,0.523493949,0.527337154,0,0,0,100,99.9217259,11.9264648,-7.0278581,-7.0278581,0,-0.0680265002,0.0680265002,0.0680265002,0.0273024358,0.00468213318,-0.184874993,-0.0645213726,-0.0645213726,0.0483910295,0.0483910295,-0.112912402,0,0,9.9,0.33,115919,210.763,1.29953,28.6464,426.402,3.32776,26.5182,475.603,2595.93,129.714,129.714,29.5913878980849816,-95.166422361608042,20908537.1554305628,-1.91657544254201229
29.2,-2.343435639702399,0.02418580897182193,1.89099320950677,-4.055857167625891,-1.169416612868723,2.868389366488502,-2.346129366883654,0.02535673525186156,1.888021834576847,10.09455971,2870428.574,92.2512296124,1299.5997124,91.90152599108606,0.4766079322932342,8.010725958324201,-2.959667731324605,-3.433417512702315,-0.07283659741471382,1.17190282272153,1.97930731441712,1.989038647520241,6.311984613155199,0.1222679573474444,-30.89315032185378,91.90152599108606,0.4766079322932342,8.010725958324201,1286.455873954235,-172.596915367866,-64.81513432258066,-34.33861189405471,-55.94772078401471,-64.81513432258069,-85.45847458964343,-29.16106274050768,-18.88838017528795,  2094.06237,  -10.780338, 13.56230139,  -10.780338, 1504.896893, 3.992483105, 13.56230139, 3.992483105, 3148.837323,77.0628921,2479.425267,45.48893419624696,4.228399275063753,35.42145916631388,66.084764961153,66.084489136892,-0.3794996984650471,16.79463863617102,198.505138111106,-0.1595395250341751,-0.1436091145514348,-0.02671427702151912,0.9763246947470091,0.2004194491287948,-0.5262527194420847,0.7606901678868432,0.3228631105763053,0.2000755997883083,-0.527062288908235,0.7601294625593166,0.3230763038810581,4.9816758899647,0.29601496479522,29.591365167284,29.75690373964,-95.166432468291,-1598661.079080108,-18111004.54049079,10324862.7243142,-1637221.143988917,-18107559.46109578,10324862.7243142,0.12199976466142,66.084489136892,-3.2625640755465e-09,3.46756824,0.99725039,1.52366749,34495224.8,87.3061473,3.49,0.0224317578,1,0,0.0224317578,0.0224317578,0.0290552771,-0.117783631,0.348,0,-0.0774784148,-0.193696037,-0.192910207,-0.192910207,0,-0.0828351562,-1,-0.849213778,0,198.51976,-198.51976,360,30,0.5235,0.523494244,0.530117763,0,0,0,100,99.9291747,11.925463,-6.96291717,-6.96291717,0,-0.0674382833,0.0674382833,0.0674382833,0.027066355,0.00468213318,-0.192910207,-0.0673256621,-0.0673256621,0.0504942466,0.0504942466,-0.117819909,0,0,9.9,0.33,115867,210.667,1.29953,28.6442,426.392,2.43839,26.5969,475.301,2594.82,129.713,129.713,29.5913644537756753,-95.1664315672812933,20908539.0715004094,-2.34612936688365448
29.3,-2.727354885311979,-0.09426182813496536,2.160812927888297,-3.575413274293806,-1.197171411170424,2.492079524562361,-2.730044603888498,-0.09306834797931174,2.157846899811611,10.02938595,2861097.246,91.9554824671,1299.68161922,91.60656590363769,0.1083374327557287,8.002256063574933,-2.937694560426078,-3.963040766070941,-0.1124895043928582,1.219914563773665,2.067815837767519,1.842459587682256,6.328329018382123,0.1703929909010127,-30.72834028737865,91.60656590363769,0.1083374327557287,8.002256063574933,1286.575393811413,-172.3945449060631,-64.62343440578577,-34.22034580909881,-55.75473445431042,-64.62343440578576,-85.19136726773569,-29.06064599539684,-18.80746003977857, 2094.055991,-10.78033297, 13.56232988,-10.78033297, 1504.896454, 3.992531076, 13.56232988, 3.992531076, 3148.831213,77.06282397,2479.423075,45.48893197622859,4.228403013366443,35.42143796702832,67.969692293555,67.969408613918,-0.5709293044390583,16.79334914748206,198.7159221048147,-0.1615749515216519,-0.1432790303137442,-0.02860704616097343,0.9759847803234807,0.1987111513330518,-0.525344062055821,0.7608976292159442,0.3249035128344078,0.1983639452604508,-0.5261566251425271,0.7603359727793897,0.3251156094944598,4.9923776936663,0.067503088773375,29.591341800859,29.756880278087,-95.166441642203,-1598532.427556775,-18111021.79013755,10324856.25250796,-1637224.571977051,-18107565.04629218,10324856.25250796,0.12241757207464,67.969408613918,0,3.47124712,0.997182433,1.52366745,34495228.1,87.3061446,3.49,0.0187528831,1,0,0.0187528831,0.0187528831,0.0287174793,-0.127595604,0.348,0,-0.0805203654,-0.201300913,-0.200558635,-0.200558635,0,-0.0874371094,-1,-1.10683846,0,198.73056,-198.73056,360,30,0.5235,0.523494525,0.533459121,0,0,0,100,99.9359146,11.9243836,-6.88307642,-6.88307642,0,-0.0666980566,0.0666980566,0.0666980566,0.026769265,0.00468213318,-0.200558635,-0.0699949634,-0.0699949634,0.0524962226,0.0524962226,-0.122491186,0,0,9.9,0.33,115815,210.572,1.29953,28.6419,426.381,1.34398,26.6636,474.996,2593.71,129.711,129.711,29.5913410828140897,-95.1664407420517051,20908540.9799328297,-2.73004460388849779
29.4,-3.06133726981827,-0.2098320414071695,2.391362117185355,-3.052742330457737,-1.063211713289391,2.077702204401134,-3.064022976895937,-0.2086129967609444,2.388402858646805,9.965003934,2851849.571,91.6623777617,1299.76855339,91.31296156063271,-0.3102079368292188,7.989888546423025,-2.940543658962747,-4.431697417192168,-0.1465624759821473,1.284895028280522,2.171200528917986,1.699404820422396,6.319871839277774,0.2222215667762785,-30.55756326635691,91.31296156063271,-0.3102079368292188,7.989888546423025,1286.700439899417,-172.1828144223913,-64.44647984963693,-34.0965291196413,-55.55240259345868,-64.44647984963692,-84.93219343192413,-28.95554285392406,-18.71070692942173, 2094.049615,-10.78032795, 13.56235835,-10.78032795, 1504.896016, 3.992579023, 13.56235835, 3.992579023, 3148.825106,77.06275588,2479.420884,45.48892975730058,4.228406749833071,35.42141677815475,69.845747027546,69.845455510575,-0.7908726553129273,16.78122942926267,198.9531842857877,-0.1638718022379719,-0.1428020101576092,-0.03075909605294337,0.9756062199146902,0.1968425988907876,-0.524292243941111,0.761090731784699,0.3272789822102029,0.1964916621378937,-0.5251077868517982,0.7605282843214843,0.3274897977722568,5.0006473435763,-0.19390332122249,29.591318506441,29.756856888859,-95.166450783773,-1598403.763820297,-18111039.01909348,10324849.79912969,-1637227.98787623,-18107570.61173685,10324849.79912969,0.12283537948786,69.845455510575,6.5251281973399e-09,3.47538812,0.997114799,1.5236674,34495231.4,87.3061419,3.49,0.0146118769,1,0,0.0146118769,0.0146118769,0.0284152087,-0.136340714,0.348,0,-0.0833609323,-0.208402331,-0.207716903,-0.207716903,0,-0.0889710938,-1,-1.37819713,0,198.967839,-198.967839,360,30,0.5235,0.523494792,0.537298124,0,0,0,100,99.9420132,11.9232363,-6.78747059,-6.78747059,0,-0.0657951909,0.0657951909,0.0657951909,0.0264068998,0.00468213318,-0.207716903,-0.072493199,-0.072493199,0.0543698993,0.0543698993,-0.126863098,0,0,9.9,0.33,115762,210.477,1.29953,28.6397,426.37,0.0612128,26.715,474.691,2592.6,129.71,129.71,29.5913177830985283,-95.1664498846428444,20908542.8792154416,-3.06402297689593661
29.5,-3.340591806909051,-0.3081059372001156,2.579206333800775,-2.475646251933522,-0.8908084348389478,1.640654237989312,-3.343273496333282,-0.3068587966427592,2.576255150018516,9.901012253,2842628.768,91.3700873507,1299.86192006,91.01808104564498,-0.7725831313794025,7.975268054646278,-2.95660867801586,-4.832396547282865,-0.1553062044989311,1.360405426110046,2.278659753656086,1.554417094311907,6.300345649694286,0.2770874233269893,-30.38424053883204,91.01808104564498,-0.7725831313794025,7.975268054646278,1286.832651047839,-171.9602870687241,-64.28373895533433,-33.9655196301995,-55.33929205043117,-64.28373895533436,-84.67970970323913,-28.8442468531374,-18.59701724794544, 2094.043242,-10.78032293, 13.56238681,-10.78032293, 1504.895578, 3.992626947, 13.56238681, 3.992626947, 3148.819002,77.06268781,2479.418694,45.48892753946399,4.228410484461872,35.4213955997032,71.711283314973,71.710984011543,-1.035396678339351,16.75957885903754,199.2127049270526,-0.1663880055278678,-0.1421929319037152,-0.03313243312495665,0.9751914907382571,0.1948416169938991,-0.5231165360868653,0.7612648839792018,0.3299418287817034,0.1944866232280177,-0.5239350399197915,0.7607017864128062,0.3301512069915468,5.0076325719058,-0.48447234234964,29.591295282052,29.756833569984,-95.166459891267,-1598275.087228718,-18111056.22633816,10324843.36273966,-1637231.391041868,-18107576.15641103,10324843.36273966,0.12325318690109,71.710984011543,-3.2625641101791e-09,3.47991761,0.997047548,1.52366735,34495234.7,87.3061393,3.49,0.0100823872,1,0,0.0100823872,0.0100823872,0.0281534683,-0.14386786,0.348,0,-0.0859308542,-0.214827136,-0.214212497,-0.214212497,0,-0.0813011719,-1,-1.65881412,0,199.227379,-199.227379,360,30,0.5235,0.523495046,0.541566127,0,0,0,100,99.9475314,11.9220301,-6.67498714,-6.67498714,0,-0.064720175,0.064720175,0.064720175,0.0259754423,0.00468213318,-0.214212497,-0.0747601616,-0.0747601616,0.0560701212,0.0560701212,-0.130830283,0,0,9.9,0.33,115710,210.381,1.29953,28.6375,426.359,-1.39084,26.7511,474.387,2591.49,129.709,129.709,29.5912945527610667,-95.1664589933150609,20908544.7677297667,-3.34327349633328152
29.6,-3.56055787688145,-0.3903421124889464,2.722754420782632,-1.872806513463082,-0.7453591701444541,1.191801536216677,-3.563235515907281,-0.3890648600586211,2.71981245223571,9.837480885,2833445.211,91.078941322,1299.96244631,90.72146242803366,-1.27179015517963,7.960675665645439,-2.975302065462488,-5.161152695691775,-0.1452973247041882,1.441236022989522,2.380620956094436,1.405678542199533,6.280199234173627,0.3342719239618724,-30.21348806674509,90.72146242803366,-1.27179015517963,7.960675665645439,1286.972695208826,-171.7272643420611,-64.13571762575189,-33.82664972716671,-55.11570597569195,-64.13571762575188,-84.43447530418247,-28.72606580026326,-18.46634983097313, 2094.036873,-10.78031792, 13.56241526,-10.78031792,  1504.89514, 3.992674847, 13.56241526, 3.992674847, 3148.812901,77.06261978,2479.416505,45.48892532272027,4.228414217250355,35.42137443168778,73.564599577338,73.564292538724,-1.300145877776753,16.73030623956749,199.4899841867151,-0.1690785558074832,-0.1414729586817125,-0.03568607104034179,0.9747432217059023,0.1927348126595638,-0.5218391902589976,0.7614172210018361,0.3328377488518358,0.1923754909970927,-0.5226606328018983,0.7608535915979133,0.3330455607500307,5.0147762554368,-0.80008150587608,29.591272125776,29.756810319552,-95.166468962615,-1598146.397028803,-18111073.41080073,10324836.94189084,-1637234.780717958,-18107581.67924576,10324836.94189084,0.12367099431431,73.564292538724,-3.2625641216545e-09,3.48475705,0.996980741,1.52366731,34495237.9,87.3061366,3.49,0.00524295119,1,0,0.00524295119,0.00524295119,0.0279347775,-0.150105205,0.348,0,-0.0882414521,-0.22060363,-0.220049913,-0.220049913,0,-0.0889710938,-1,-1.9436233,0,199.504679,-199.504679,360,30,0.5235,0.523495287,0.546187114,0,0,0,100,99.9525245,11.9207733,-6.54557657,-6.54557657,0,-0.0634747209,0.0634747209,0.0634747209,0.0254755792,0.00468213318,-0.220049913,-0.0767974196,-0.0767974196,0.0575980647,0.0575980647,-0.134395484,0,0,9.9,0.33,115657,210.285,1.29953,28.6353,426.348,-2.99046,26.7799,474.083,2590.38,129.708,129.708,29.5912713900138939,-95.1664680659881412,20908546.6438058689,-3.5632355159072806
29.7,-3.720272847695232,-0.4593706003543721,2.821098551503383,-1.271210565493026,-0.6292780180800222,0.7371485466067912,-3.722946399760913,-0.4580617534896388,2.818166770015743,9.77450209,2824312.623,90.789377584,1300.07066753,90.42291854631833,-1.800501602546284,7.947646044160329,-2.995013573840578,-5.415453434593618,-0.1229427102052441,1.525580245739499,2.475415131190019,1.255980955341744,6.260214952848112,0.3930626422983217,-30.0482898247077,90.42291854631833,-1.800501602546284,7.947646044160329,1287.121013300661,-171.484405537148,-64.00262767502345,-33.67947961787014,-54.88230484828367,-64.00262767502343,-84.1969809573977,-28.60050222043509,-18.31913623773351, 2094.030506, -10.7803129, 13.56244369, -10.7803129, 1504.894702, 3.992722723, 13.56244369, 3.992722723, 3148.806803,77.06255179,2479.414317,45.48892310707173,4.228417948194673,35.4213532741303,75.404017087072,75.40370237528,-1.580505533032406,16.69501421737771,199.7803836566271,-0.1718971560157724,-0.140661675491365,-0.03837639458645763,0.9742653196846306,0.1905522450435462,-0.5204825203394797,0.761545245867473,0.3359116348484784,0.1901883817100188,-0.5213068764257056,0.760981179841894,0.3361177828979556,5.0230556730675,-1.1363433573264,29.591249035543,29.7567871355,-95.166477995565,-1598017.692413699,-18111090.57146316,10324830.53509831,-1637238.15609496,-18107587.17922506,10324830.53509831,0.12408880172754,75.40370237528,0,3.48982548,0.996914438,1.52366726,34495241.2,87.306134,3.49,0.000174524295,1,0,0.000174524295,0.000174524295,0.0277595497,-0.155039764,0.348,0,-0.0903009607,-0.225752402,-0.225265272,-0.225265272,0,-0.0828351562,-1,-2.22830331,0,199.7951,-199.7951,360,30,0.5235,0.523495517,0.551080543,0,0,0,100,99.9570424,11.9194735,-6.39966278,-6.39966278,0,-0.0620637479,0.0620637479,0.0620637479,0.0249092852,0.00468213318,-0.225265272,-0.07861758,-0.07861758,0.058963185,0.058963185,-0.137580765,0,0,9.9,0.33,115604,210.189,1.29953,28.6331,426.337,-4.71423,26.8074,473.779,2589.26,129.707,129.707,29.5912482929139316,-95.1664771003975432,20908548.5057977997,-3.72294639976091268
29.8,-3.819625148533673,-0.51813686393917,2.873941640972861,-0.6639801646937653,-0.5418728568653502,0.2828396888149673,-3.822294598786655,-0.5167954737187554,2.871020851511444,9.712164315,2815244.348,90.5018220391,1300.18694835,90.12243087710108,-2.35119760108952,7.937198186084665,-3.013873866012143,-5.593960231962255,-0.09340979680359496,1.611784739374986,2.562023827516537,1.107359559130364,6.241003935783936,0.4526515703629211,-29.89066015987692,90.12243087710108,-2.35119760108952,7.937198186084665,1287.277872251771,-171.2324535559276,-63.88448259643628,-33.52374370520009,-54.63983239154478,-63.88448259643624,-83.96759414751605,-28.46722463014097,-18.15599205049218, 2094.024143,-10.78030789, 13.56247211,-10.78030789, 1504.894264, 3.992770576, 13.56247211, 3.992770576, 3148.800708,77.06248382,2479.412131,45.48892089252139,4.228421677289713,35.42133212705977,77.227910462767,77.227588132863,-1.871844737707302,16.65493796248717,200.0791928761153,-0.1747971394900761,-0.1397763466115664,-0.04115926333061609,0.973763034827309,0.1883263844415171,-0.5190688797686464,0.7616464217711483,0.339109715552525,0.1879578221214324,-0.5198961211971135,0.7610819909216533,0.3393141366968026,5.0331264316945,-1.4886866894209,29.591226009165,29.756764015646,-95.166486987734,-1597888.972541288,-18111107.70737828,10324824.14086666,-1637241.516328194,-18107592.6554039,10324824.14086666,0.12450660914076,77.227588132863,-6.5251282890161e-09,3.49504068,0.996848699,1.52366721,34495244.5,87.3061314,3.49,-0.00504068042,1,0,-0.00504068042,-0.00504068042,0.0276291733,-0.158628816,0.348,0,-0.0920677491,-0.230169373,-0.229758297,-0.229758297,0,-0.0828351562,-1,-2.50879634,0,200.093931,-200.093931,360,30,0.5235,0.523495736,0.55616559,0,0,0,100,99.9611304,11.9181378,-6.2378543,-6.2378543,0,-0.0604936794,0.0604936794,0.0604936794,0.0242791382,0.00468213318,-0.229758297,-0.0801856457,-0.0801856457,0.0601392343,0.0601392343,-0.14032488,0,0,9.9,0.33,115551,210.093,1.29953,28.6309,426.326,-6.53767,26.8382,473.474,2588.14,129.706,129.706,29.5912252593976248,-95.1664860941448296,20908550.3521125615,-3.82229459878665523
29.9,-3.858220737722254,-0.5693345973097341,2.881583949936065,-0.05941354236967288,-0.4793883743042234,-0.1654385646604252,-3.860886117931377,-0.5679602454304349,2.878674790485781,9.650553431,2806253.515,90.2166940821,1300.31150287,89.82018458540088,-2.916261379072981,7.929801492816281,-3.02981016756251,-5.69614412425796,-0.06118216656708242,1.698232518876897,2.63929892795371,0.961851262942174,6.223092160600934,0.5122722652871001,-29.74272152057728,89.82018458540088,-2.916261379072981,7.929801492816281,1287.443378167973,-170.9723069885057,-63.78105323120381,-33.35933758138555,-54.38918767504744,-63.78105323120383,-83.746555694012,-28.3260480909165,-17.97780020032646, 2094.017783,-10.78030288, 13.56250051,-10.78030288, 1504.893827, 3.992818404, 13.56250051, 3.992818404, 3148.794617,77.0624159,2479.409945,45.48891867907289,4.228425404529369,35.42131099051083,79.034728951752,79.034399087162,-2.169485473769009,16.61094098339114,200.3816962755466,-0.1777320249614228,-0.1388320068235324,-0.04398984430454072,0.9732429782857542,0.186091970352383,-0.5176202863674393,0.7617185976327341,0.3423796076457808,0.18571860745851,-0.5184503822859886,0.7611538503786217,0.3425822762563512,5.0452937642824,-1.852413051615,29.591203044374,29.756740957724,-95.166495936659,-1597760.236550833,-18111124.81768068,10324817.75771113,-1637244.86055451,-18107598.10691909,10324817.75771113,0.12492441655398,79.034399087162,0,3.50032036,0.996783579,1.52366717,34495247.7,87.3061288,3.49,-0.0103203607,1,0,-0.0103203607,-0.0103203607,0.0275443039,-0.160853796,0.348,0,-0.093531042,-0.233827605,-0.233491773,-0.233491773,0,-0.07363125,-1,-2.78082995,0,200.396457,-200.396457,360,30,0.5235,0.523495944,0.561360608,0,0,0,100,99.9648293,11.9167726,-6.06102761,-6.06102761,0,-0.0587737223,0.0587737223,0.0587737223,0.0235888334,0.00468213318,-0.233491773,-0.0814886286,-0.0814886286,0.0611164715,0.0611164715,-0.1426051,0,0,9.9,0.33,115498,209.996,1.29953,28.6287,426.315,-8.43558,26.8748,473.169,2587.02,129.705,129.705,29.5912022873139549,-95.166495044747677,20908552.1812315322,-3.86088611793137781
30,-3.837100824859442,-0.6153063583393478,2.844875703165071,0.527399960749491,-0.4389341041258483,-0.6023312630910732,-3.839762235667021,-0.6138991478405309,2.841978643521256,9.589753553,2797353.16,89.9344102787,1300.44437692,89.51656539113918,-3.488066752064675,7.92565852684276,-3.040889131020693,-5.722469769681012,-0.02722804144071489,1.78324215002359,2.708162293887302,0.8196630376720133,6.206696758587031,0.5711935688443219,-29.60384479359831,89.51656539113918,-3.488066752064675,7.92565852684276,1287.617471627345,-170.7048714841855,-63.692001575257,-33.18632241437725,-54.13127646863256,-63.692001575257,-83.53402263393966,-28.17695196335142,-17.78551637778664, 2094.011426,-10.78029788,  13.5625289,-10.78029788,  1504.89339, 3.992866209,  13.5625289, 3.992866209, 3148.788528,77.062348,2479.407761,45.48891646673017,4.228429129906985,35.42128986452117,80.823016125709,80.822678797279,-2.468740055367676,16.56354464494906,200.6832362791785,-0.1806561039333655,-0.137841691936505,-0.04682305538869968,0.9727130314536582,0.1838853731369207,-0.5161582366048288,0.761760228158311,0.3456706512382658,0.1835071626876277,-0.5169911541414394,0.7611951897892624,0.3458715814049022,5.0596863453447,-2.2227492353648,29.591180138846,29.756717959417,-95.166504839841,-1597631.483579202,-18111141.90159704,10324811.38417694,-1637248.187908542,-18107603.53299955,10324811.38417694,0.12534222396721,80.822678797279,0,3.50558323,0.99671913,1.52366712,34495250.9,87.3061262,3.49,-0.0155832266,1,0,-0.0155832266,-0.0155832266,0.0275044157,-0.16173057,0.348,0,-0.0946908342,-0.236727086,-0.236468453,-0.236468453,0,-0.0797671875,-1,-3.04047312,0,200.698019,-200.698019,360,30,0.5235,0.523496142,0.566583784,0,0,0,100,99.9681763,11.9153839,-5.87013252,-5.87013252,0,-0.0569130144,0.0569130144,0.0569130144,0.0228420383,0.00468213318,-0.236468453,-0.0825274901,-0.0825274901,0.0618956176,0.0618956176,-0.144423108,0,0,9.9,0.33,115445,209.899,1.29953,28.6265,426.305,-10.3822,26.919,472.864,2585.89,129.704,129.704,29.5911793744539118,-95.1665039496879643,20908553.9917300418,-3.83976223566702179
30.1,-3.758206119876732,-0.6581374128354968,2.765197744762984,1.094297029971661,-0.4173597882356375,-1.022585093381796,-3.760863750003468,-0.6566979489384898,2.762313087200434,9.529848048,2788556.359,89.6553889055,1300.58544177,89.21215494779514,-4.059081389358489,7.924899220089628,-3.045036745112776,-5.674393366266515,0.00667315525115697,1.8652832252467,2.768469210904339,0.6817469929503375,6.192099269851767,0.6286751622629092,-29.47469320552962,89.21215494779514,-4.059081389358489,7.924899220089628,1287.799929655953,-170.4309631160568,-63.61697371329397,-33.00492275974115,-53.86691460431909,-63.61697371329397,-83.33010103558142,-28.02008643011554,-17.58003918232451, 2094.005072,-10.78029287, 13.56255728,-10.78029287, 1504.892953,  3.99291399, 13.56255728,  3.99291399, 3148.782442,77.06228014,2479.405577,45.48891425549717,4.228432853415947,35.42126874912836,82.59140695259,82.591062240613,-2.765031759511678,16.51295987197067,200.9792726849855,-0.1835250828930975,-0.1368165038750229,-0.04961470101452897,0.9721821689682116,0.1817436068871678,-0.5147036350291744,0.7617702751801387,0.3489347751305,0.1813605544032968,-0.5155393398259944,0.7612049481920409,0.3491340218974067,5.076377134484,-2.5949110252238,29.591157290224,29.75669501837,-95.166513694806,-1597502.712777522,-18111158.958439,10324805.0188431,-1637251.497539344,-18107608.93295914,10324805.0188431,0.12576003138043,82.591062240613,0,3.51075004,0.996655402,1.52366708,34495254.1,87.3061236,3.49,-0.0207500366,1,0,-0.0207500366,-0.0207500366,0.0275088715,-0.161277919,0.348,0,-0.095532442,-0.238831105,-0.238652867,-0.238652867,0,-0.0705632813,-1,-3.28414202,0,200.994077,-200.994077,360,30,0.5235,0.52349633,0.571755238,0,0,0,100,99.9712047,11.9139769,-5.66606224,-5.66606224,0,-0.0549204607,0.0549204607,0.0549204607,0.0220423269,0.00468213318,-0.238652867,-0.0832898506,-0.0832898506,0.0624673879,0.0624673879,-0.145757238,0,0,9.9,0.33,115391,209.802,1.29953,28.6243,426.294,-12.3518,26.9718,472.557,2584.75,129.703,129.703,29.5911565185658034,-95.1665128064656329,20908555.7822737098,-3.76086375000346784
